"Abundance: F1: Sample, NCL_VEH","Abundance: F2: Sample, NCL_LNA","Abundance: F3: Sample, NCL_ION","Abundance: F4: Sample, CL_VEH","Abundance: F5: Sample, CL_LNA","Abundance: F6: Sample, CL_ION","Abundance: F7: Sample, NCL_VEH","Abundance: F8: Sample, NCL_LNA","Abundance: F9: Sample, NCL_ION","Abundance: F10: Sample, CL_VEH","Abundance: F11: Sample, CL_LNA","Abundance: F12: Sample, CL_ION","Abundance: F13: Sample, NCL_VEH","Abundance: F14: Sample, NCL_LNA","Abundance: F15: Sample, NCL_ION","Abundance: F16: Sample, CL_VEH","Abundance: F17: Sample, CL_LNA","Abundance: F18: Sample, CL_ION"
542428.5,477008.0313,,2007912.969,479710.6016,187345.0742,967748.75,756228,986124.625,2701391.625,3811469.531,787326.1875,,,2233187.75,3950676.625,668117.6133,1555281.516
,,,,,,,,,,,125675.5938,,,,,,
,,,215091.6289,15769.46875,9701.16748,32121.87305,,,244911.6406,20730.01367,2320813.357,,1041795.75,,217017.0938,5064.842773,20614.82104
41372.64063,,,487573.7188,38145.55859,,274703.0313,363509.7813,,226050.2188,582224.5625,561718.375,,377173.3438,,153864.125,,158747.7031
,,,411639.5625,,,590260.875,439936.25,,,24164.46289,80454.61719,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,542472.0625,,,,,,
,,,98517.41406,,16375.70996,392505.4063,44492.13281,,141383.2188,251681.2031,3069398.25,,158352.0313,,,,
,,,,,,,,,,,,,,,,,
,,,135069.2695,185273.375,68986.82813,,,,,,477254.2891,,,,,196661.6406,160106.125
,,,480821.2188,109570.5469,112567.9375,1254260.766,867870.9375,,501037.5938,1075312,1855360.422,,1080523.625,,759477.6875,4159170.5,315440.9375
,,,,,,,,,,,1020835.875,,,,,,252738.2031
,363252.0938,,99255.6875,105489.2813,74842.86719,41872.99219,,,49251.29688,75650.64063,441728.8438,,,,72640.67969,,
,,,,,,,,,,,1947881.125,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,177225.2813,,,,,,669611.6875,,,,,,735867
1385645.25,,9742623.57,63460.65625,742513.8125,1989629.375,184530.8438,1226206.75,415934.5,36999.39063,1220540.25,13277284,,2144742.5,859342.1914,85186.17188,471688.6875,16669732
592931.4375,1683161.625,418235.3125,10295063.63,1271608,581300.5938,12811368.25,5548207.375,1207925.125,4711918.938,10456074,4561277.875,2363557,7054437.875,1530232.125,5654575.75,729885.8281,1868622.219
,,,,,,,,,,,,,,,,,
,131869.125,,,,331512.9766,,,,,,1465834.75,,,2247322.25,,,3772800.641
,,,,,,39942.48828,,,22687.47461,,400264.7188,,54817.82813,,11754.17773,,
,,,,,,,,,,,,,,,,,
,,,,,36846.99609,113658.2813,48394.43359,,,,1284704.125,,,242730.8281,,,
,221512.2656,,,,,,,,,68125.78125,554671.625,,321964.4688,,,,
,,,,,15008.86719,,31312.01953,,,862460.3125,123464.6172,,192445.0938,,329108.4688,55732.39844,
,,,,96781.21094,81365.38281,209312,221397.7656,,,,,,,,629321,291570.8438,322054.125
1080362.828,1703795.813,713416.75,61893.16797,188442.4531,80791.55859,956570.7109,561369.8203,315597.9688,,47386.14844,613373.1719,2003572.875,3443330.922,2164765,3094596.732,,1513774.727
,,,,,,,494282.4375,,,,,,242709.8906,,,,
,,,,,,,,,94076,,476410.625,,77306.5625,,,,
,,886341.8125,,,66113.82813,,,,,380511.8438,,,,,1533513.969,,215900.625
,,,,,,673880,263319.9688,,488708.375,474783.1563,11944266,,183964.0156,,,,81338.16406
,,,1093884.262,130286.6406,247105.8594,1946082.938,1612313.902,,968867.125,1225836.891,949909.5625,,833370.3125,,,79263.71094,149407.8594
608447531.9,143589646.2,235239768.6,940820393.9,104228585.6,16172207.33,1233988695,1121507407,859468221,334438241.3,496293932.7,320153276.8,188084972.5,199981052.9,24727649.19,108865638.7,12921460.22,69070610.82
,,,,,,,,,,,,,,,,,
,,,,60423.02734,12587.33398,81011.51563,56876.42969,,,,550481.6875,,84018.09375,,,,73965.21875
,,,,,,29685.03906,,,,,284405.375,,,,,37047.02344,52459.44531
336144.875,,,,,19403.09766,430179.3438,338883.3438,,116987.5547,190166.3438,239337.7656,,123474.1953,,,,
,,,,,,,,,,,,,,,,,
4834780,2159268.5,,12566184,1668703.578,237420.0313,4836889.5,8405573.463,28257.38281,2974952.25,6999046.5,4521086.809,1493072.298,3791039.25,277883.7813,2267752.5,725538.5742,1975111.178
,,,,,,,,,27784.94922,,866543.375,,,,,,
,,,424850.585,39189.61914,15008.95996,447341.75,186751.875,,,554599.6875,869986.625,,98109.82031,,495092.458,,
,,,,,,,,,,,2554311.25,,,,400876.625,39647.64453,61541.67578
,,,,,,269283.25,117350.6016,,94794.42188,,1746012.25,,,,,,
808857.9375,,1924863,2489139.25,607806.5625,394935.6563,1259101.5,746547.1875,,1697627.328,6707297.5,365265.4063,662796.9375,868687.9375,,2069403.5,114215.2813,525404.0625
,,,,,124733,,,,,31721.16406,435143.6875,,34490.12109,,,,1113396.906
,,,,,,,,,,,,,,,,,
,,,,,,,62613.30859,261909.8438,,,1520244,,171570.1719,,,,
,,,33182.94141,,,150368.2813,43096.84766,,52002.97656,74824.01563,458137.0625,,,,43891.70313,,
5334109.563,9715232,2927625.188,44816882.37,1256680.445,258315.6328,45507599.5,22113884.68,4823431.969,22589217.74,23644568.25,15450933.45,9500085.688,18266176,6258438.094,34978586.49,2492736.525,2237139.385
,,,,,,,,,,,,,,,2759394.5,,
,404791.2188,,,,,,,,,,294890.25,,,,,,
9258538,6680528.905,8831350.688,55495764.75,,,70968111.5,52832940.63,27041004.94,17276870.19,35131713.88,18533663.44,,20710271.5,874881.6875,2627593.203,,
,,,,,17896.32617,129035.5938,130884.8281,,42206.875,127879.75,,,166570.3906,,,,
6196501.563,16071722,11892539,43858612.56,7196644.953,5140303.75,70556829.03,22859988.34,53608732.64,17969444.84,24289816.7,27070486.97,17395135.88,43678811.21,2548954,7570194,1401198.625,7205233.387
,224135.5938,,985346.25,86732.04688,,581551.25,383849.332,,351488.0938,742218.1875,658141.5625,700617.5625,412909.2813,,1244762.25,,298814.0313
,,,782495.2422,,,2299825,3784039.5,,151042.5469,2266208.75,3121636.75,,,,250471.2188,,
,,,,,,,,,,,,,,,,,
,,,,,12755.20703,,,,,445476.5313,2335220.5,,,,,,12970.06152
,,,11297.49414,,,,13537.58398,,,,437481.875,,,,,,
335666.8438,1633451.25,1328596,1533721.75,208857.6719,164510.2656,2846498.75,1114036.875,1880653.875,886322.5,2967156,1626873.25,3147940.25,5305142.422,4238907,2150988.996,736955.8125,1647022.75
,1417639.391,,2603524.219,561271.6875,206572.0625,1933767.242,1298946.947,678709.375,1687089.125,5073061.473,1041833.504,845062.5625,3214948.225,158333.9375,2195194.859,266852.3125,219649.1406
,,,,,,178183.75,,,46470.89063,,1923117.25,,,,52597.08984,,
95933.88281,,161904.25,251329.0156,62379.52441,,790289.3125,441081.125,,258380.1719,733106.125,338425.4375,445252.6563,5145233.5,666868.0625,2101347.75,,264804.4609
,,,,,125610.3359,,709208.0625,,,330062.5938,560370,,,,,,295739.1563
,,,294333,63346.51172,,508739.2188,109029.1797,,109927.25,451245.3438,208973.5938,,,,,56831.05469,167410.8438
,,,,,43309.375,,,,,,521554.5938,,,,,,
,,,,,,,,,,,,,,,,,
,,,172064.0313,,,101917.5703,199709.6094,,27165.39844,44382.38672,38272.47266,,78372.97656,,,,
,7740.550293,10863.1875,874383.0391,,,802302.1875,498189.7188,,533661.1602,2741851.811,517381.4688,,1007299.563,14666.84375,1430174.82,,
378169.5625,287338.625,,,,,,,,,,,348969.375,,,,,
,,,693687.75,,,,46473.48438,51448.20313,,389479.5,,,,,,39098.55078,
2959300.851,4423983.5,5750359.5,11916888.5,560026.9736,55394.53467,1247636.91,1507229.984,1401409.625,,5575613.25,4617640.703,1559955.875,3980017.5,2107178,,,1423959.516
,,,,,,,,,,,,,,,,,
1492783.673,809528.1484,771508.7969,1987315.523,54815.55469,37522.80469,2254899.906,1561011.719,2247896.5,1068558.984,1785534.547,1054860.469,497389.6563,338404.1563,214134.3125,83921.39844,,161242.4531
4357381.742,2053205.992,2473316.025,19672270.26,3312060.414,233569.7109,10195099.94,9953566,199035.3193,12014000.97,12807884,10177713.85,2924278.279,11205154.87,145141.2402,33458987.13,269156.25,3636852.32
,,,601589.25,,53536.95703,553488.6875,577337.5,,322100.5313,881199.75,1730704.75,,1177470.875,,825278.375,,472987.7813
,,,,,,,,,,,,,,,547017.375,,
223542.5781,,,117496.3359,19699.27734,7627.509766,,,21718.0625,,41208.87891,,,,38516.30859,21131.19727,,
1283995.875,,345638.5625,3358574,228982.332,9355.352539,2641716.309,914706.3125,426339.625,1304362.375,1871276.625,1049775.719,1351897.75,1393287,941396.6875,6087759.992,149810.3555,2547089.875
380956.7188,,550358.6875,261976.7148,,,349723.0391,295943.0703,452581.4063,153416.9844,624901.1641,,447547.2813,,,1187855.734,,
1565111.625,500757.0313,1938199,1001789.359,,,358102.3906,,2106825.5,582971.9219,707142.25,142718.1875,767367.5,,241182.9219,973676.375,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,82213.03125,,,442855.4063,,,164694.1563,215576.75,1208447.25,,,,206036.9219,,
,,,387349.3125,,39251.89063,,132890.3281,,159005.4844,1370161.625,,,329034.1563,,1104327.5,191303.2188,452980.125
,,,,,,119583.5547,42269.80078,,,414359.125,27542.52734,,,,,,144981.0938
2548249.75,1407386.434,1713685.75,3174826,92623.49414,51925.00781,2931201,2201370.75,7807834,1287496,4241895.609,12409001.84,1567640.125,1128425,757824.125,684915,24124.01563,127766.4922
357986.1563,,368479.0938,5534655.5,352700.9688,87909.80859,1571529,915101.75,171989.5781,1598041,7574195.5,1465985.625,271452.0938,473602.3145,64543.76563,7639201.531,,536057.6875
,,,,40971.01172,42636.65625,,,,,,346300.3438,149082.7656,335182.1875,,,,77785.42188
19076.74219,,,434076.125,93525.07617,42235.07813,447401.5938,281457.1875,,246038.4063,370126.1875,1818810.152,,236432.1406,,331634.0313,,254430.8594
,306255.1563,,972150.0625,339126.1563,312738.5938,871435.0625,614083.0625,,794291.9375,1035611.25,899298.0625,,805224.75,,923740.3125,287899.9063,249140.6094
,,,485395.5625,53199.29297,31807.42969,,42591.43359,,136875.7969,2105248.484,552682.0703,,728875.375,,1190232.75,86263.24219,111795.6094
18162785.42,638301.3813,14915171.17,4513450,1812882.602,229499.8525,1615113.531,4858967.688,354016.7734,2323829,3177539.641,371403.8555,7815081.023,121829.7031,61011.63574,4893834.152,14021.45215,474607.875
,,,300581,,53235.56641,192909.4063,62436.44141,,74250.83594,2119765.656,236464.7656,,,,1037438.625,,
,,,65290.94531,,,,49932.85156,,,191726.625,755743.875,,,,,,58074.97656
,,,609074.1875,100503.7109,21701.96338,362782.0625,275571.2813,83625.68164,363275.7813,491005.4375,924835.3125,,306291.5938,40226.84375,632565.9375,24139.82227,173391.6406
,,379558.7813,774107.6875,156961.2344,106729.6875,1913539.25,393573.8125,818173.8125,,,,,534242.25,,,52419.20313,179671.5938
25606.23828,,1403127.587,,,257001.8594,84356.57031,699896.6875,112958.7969,33880.04297,44962.43359,1419020.875,20653.39844,1111969.625,48827.55469,123713.3906,147128.8125,6624071.406
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,61907.95703,,,,,516574.4375,,,,,,
,,,39238.69531,,,113689.4219,,,,40005.07813,405077.25,,13905.46777,,,,
,,,,,,,,,,,,,,,,,
,,,59834.29297,96035.04688,90631.74219,,264799.625,,,972387,1776825.75,,3309974.75,,105941.6875,,459629.6875
,,,,,,,,,,,481474.0625,,,,,,
1393112.375,5081082,2126274.25,22645712,7326789.5,1946789.125,20175692,20346904,3155354.5,18316988,27971988,14988865,5144550,22790836,5104686.5,35396430.25,3104066,13699762
3506878,,,,775677.75,,,4739343.5,,,3444954.5,,,10852286,,,119968.3125,
,,609540.1875,,18789.18359,16867.69531,,,284336.0313,14880.28027,439970.9375,866595.5,,421713.6563,634868.5625,17951.98438,,451545.8047
,,,,,,,,,,,,,,,,,
,5560.381836,,,,,,,,,,536357,,,,,,
,,,838901.25,,41807.09375,930020.25,358562.2188,,,,,,,,,,
6385725.328,15847941,7510769,40090280.59,7825652.107,3958344.033,58209032.84,32951002.35,5265384.5,54420101.95,65452348.15,40752906.04,15897919,38147891.77,10910818,61292456.7,4241996.52,21647289.65
,,,244318.8125,54698.42969,29110.69141,381554.5625,437964.7031,,242458.0586,340226.5938,628622.0625,187021.5781,389422.8125,,,36483.96875,127561.5703
99780.19531,,,216822.9219,163626.9844,16489.19922,164098.4219,39296.96094,778106.8125,,570483.375,147190.8906,287257.1875,386182.3125,,384109.3438,,
,,,2060336.875,294027.4688,,604464.0625,665457.25,,266322.1563,1889642.125,991511.6875,,380486.9063,,2858031.875,365437.9688,238517.4063
,,,1846973.625,171394.8438,,357096.125,370749.375,,478706.2813,2852993.25,,,917795.875,,1834710.625,191537.3594,118151.5195
,,,74370.28906,,13839.60742,133557.9219,66127.92969,,,,583207.5,,,,,,
,,,,,,,,7188.112305,,,2450852.5,,,3905.21167,,,458836.6563
,,,,,,65099.47656,53026.97266,,,,,,,,627583.4375,,
,,,,,,,,,,,,,,,,,
541926.875,542676.125,,278948.2188,,60848.32813,118365.5,145978.2969,,358966.2813,,529972.9375,,,,152828.3281,,50799.41016
,16276.15723,,603032.8125,54228.93359,,668953.125,650569.8125,,285323.2188,436119.4688,1197764.75,,322844.4063,,181282.3125,,34797.10938
,109255.4219,326670.6563,131949.8125,50161.17578,121091.0645,92666.21875,402918.1641,73101.96875,,317494.3438,687818.125,,419843.4219,109186.7656,,20278.38867,2149687.816
95988.27344,903936.125,,4400249,417491.7813,435087.9688,2509495.5,2086942.746,509954.6875,1338662.5,10551644,2387496.75,561536.5625,3345046.5,,5343679.406,759830.5,672564.8125
,,,297578.25,,,,,,31464.25195,,,,,,,,
,,,,,,,,,,,735525.3125,,,,,,
,,,,545263.5,,,7153653.5,,,8410814,145879.2656,,7467069.5,,,,
8095729.25,17596882,14910496,34328324.81,4843124.188,3881187.676,83291671.44,23938467.57,16863890,24114746.75,44706549.5,26681377.13,34780172,77124690.92,49456148,38202610.42,13848121.2,46431898.38
,50294.07031,,555504.1875,114261.1094,34963.94336,368484.3438,1338706.688,908602.375,,,,,90761.0625,31988.48047,,27809.70117,
6128353.5,11943935,4682469.5,36687917.27,3619804.375,747611.375,21989614.11,13487280.69,7559304,27385344.16,30436538.02,24202403.57,11062012,31121097.67,16383432,41089981.6,4912026,9239427.625
53604996,45935293.25,58187092,62723329.49,13931365.23,3460979.234,109278942.3,108927572.2,71680360,68916309.51,104620872.5,74939399.39,68203329.7,146884655.9,48187878.33,56925190.51,4117757.384,27379128.23
,,,,,,,,,,,,,,,,,
,240896.3438,,3586041.75,221279.8438,144264.6406,1001155.688,387121.9688,,1263318.625,8330768,1156600.625,,454073.3438,,2467662.25,489396.6563,277860.0938
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,345873.25,,,,,,
,,,,,,,,,238799.0938,180477.0781,34920.83984,,3998796.75,,3586907.25,,
,,,,,,31749.16992,147036.5625,,,,719512.5,,,,,,
,,,,,,,,,,,,,,,,,
6456094.75,1735883.906,407098.1563,6516077.5,290737.3906,422782.6328,5044438.25,7842502.75,6320897.375,783339.5313,3309291.25,1210617.188,1784606.375,1681380.75,313457.0625,2954544.75,232966.4688,779583.4531
4987866.5,21959630,20220706,21553964,3999722.75,3020211,37422676,13463827,64842524,7094047,31670984,23113878,10723319,22823482,2283699.75,3020714.75,792333.9375,4343457
,,,1037339.313,74027.45313,48070.34375,1684004,560942.25,,410685.4688,1101280.375,,,800369.6875,,570498.4375,175663.9844,696673.375
319687670,98458589.11,67904451.44,636351369.1,73973708.64,17783931.71,515705777.7,953160665.4,154173404.7,235183943.6,470268952.6,202300784.2,137073284,241018296.9,20695442.66,91747175.66,7167144.359,40336002.38
311639.0938,1657979.75,318945,3392609,553948,262352.2188,2167131.563,3297209.5,561406.3125,2455268.25,3909037.039,1296630.336,1261940.75,4238746.5,,1512313.625,250590.2969,489323.7422
,,80697.5625,932219.9375,276898.9678,7232.433594,667411.0625,635133.875,310953.25,2471415.336,559509.5723,1083011.5,268095.875,,919508.5625,11686584.33,40644.22266,1659938.25
,,,,,137304.0938,,170829.2344,,313556.0313,695847.9375,1722061.125,,,,,,
,,,,,,,67570.07031,,,168781.8281,104304.6797,,780222.25,,,,
,,,448166.0938,50161.31543,16860.82715,855092.0938,1211571.004,,789722.5,886644.7344,481523.2813,,6082033.344,,3633744.75,18312.99219,65359.7207
,,,,,,,,,,,,,,,,,
,,,,,,,,,,398548.375,193706.9063,,280671.9375,,,,
,,,68968.30469,,12847.37598,57757.67969,,,42242.94531,1373987.625,,,,,,,31000.78516
,,,115409.7266,,30491.61523,,,,,503050.9375,,,,,350061,,
,,1300922.75,,,23836.91406,118482.625,193799.6719,896173.4375,57088.34766,704874.25,2471016.602,,93546.70313,756724.0625,,,
221668.0469,6015840,2680790,,,,,,,,94287.71094,,1091028.5,84486.32813,,75127.79688,569508.3125,72252.41406
696766.5659,851683.1289,547961.6763,4737127.32,545763.0977,94716,1810021.578,1574877.979,363582.3125,1358940.625,6441587,,602844.5625,2242363.5,491734.7188,6963006,418009.8047,2170784.094
,,,,,,,57412.04297,,59928.10938,,654834.0625,,,,106422.4688,,
,,,52529.12109,,17863.35156,125123.7656,98177.34375,,37485.97656,210738.75,511038.8438,,253812.5859,,147338.375,,142999.5313
,302673.625,,653039.6875,344727.5938,223212.8906,253667.7031,327110.4688,,216369.6406,2199439.75,590455.0625,,241737.7344,,382471.375,284238.1563,654733.5
973243.75,1328352.5,1079169.875,1682606.727,389705.0625,209130.375,2848051.656,2427132.75,1815874.375,708188.625,3775959.75,841799.7734,417749.5625,1190362,,716116.375,,583850.8438
289946.125,515897.3438,4844.318848,8847350.318,30857.70703,61643.9209,795788.6172,9969783.867,744059.9375,141930.3438,1066114.625,,405355.418,750448,506449.2188,167893.8906,,71196.69531
,,,,,,,,,,,,,,,,,
,405102.6875,1112899.625,582510.5,20942.07617,,,,,227583.9531,,,808962.8125,426301.0625,,247264.7188,,15651.34277
,,,33414.53125,106481.4297,,42151.36328,,,,,146870.3594,,277046.5938,,157514.3438,,
1117303.406,966046.4063,,279092.25,75520.64063,178828.3555,1336194.625,1613673.125,313888.125,605402,1105895.625,5975497.25,986127.9531,2036993.5,318036.75,586773.125,134285.2813,397235.1016
228532.0625,,,216227.0938,,13030.60059,131044.9297,55656.13281,11094353,,376420.0938,,739466.625,,283043.4688,278619.5625,59015.86328,
,,,300237.8438,159050.7461,5530.54541,178846.4844,191515.4531,,112370.2031,842793.625,1511165.063,,534071.209,,215984.9336,277181.5938,53976.55078
,,,385142.2813,55263.3125,11518.97363,549451.6719,202952.2031,36993.33203,72782.44922,711494.5625,226273.5,,,,44417.35547,,
293478.8438,,558029.4375,1044231.438,,71726.96875,1152067.625,576083.625,709154.8125,256592.4688,534296.1875,687536.3125,,269632.9063,,224994.3438,32466.42969,
,,,,,,,,,,,,,,,,,
,13781.09473,,,,,214364.5,113850.0156,,116105.4531,256265.6875,2528448,,109532.2422,,100223.0313,,
,,,,,,,,,,379808.875,460300.4063,,,,,,
,,,,,,,,,,124643.7266,2149219,,160800.6719,,,,
421436.1875,1890565.25,151204.2969,12823601,1619343.258,128978.5469,11784866,8890522,155643.4688,4581255.141,10974364.07,3233858.75,2313970.25,4686200.625,245480.5781,5772173.25,100558.9063,1093281.625
,,,,,,,,,,,,,,,,,
,,,,,,24259.92969,11046.69531,,,15464.00977,415631.875,,,,,,
,30655.81738,,150712.4766,13407.96094,5449.520996,287690.75,94053.96094,176678,114692.7422,288420.6641,1136410.25,,79247.80469,,81023.01367,,29818.95508
985099.8125,,742440.9375,2675367.5,,,,27840.9707,,1166806.75,1410851.75,2333630.25,375585.0938,1435435,799733.125,581473,,356068.5625
2081617.875,4337336.125,5078118.375,4124057.5,1412859.875,1099905.113,2219037,2414937.34,7823693.5,3459521.75,6716654,5992193,1858323.625,1463774.125,1414803.719,1804403.125,482192.25,2347363.25
5725519.408,5854295.566,6994051.99,10644645.5,2752964.188,644911.2251,8510464.219,11853610.34,6559840.086,4412181,9676536.938,5827797.5,3326281.5,7226548.375,5304817,1703132.598,342599.2285,2607181.766
,,,,,6483.369141,57724.02734,,,,,426702.4688,,,,,,16478.41211
4019.276123,19910.59082,,448478.6563,36645.52344,,318755.5,,38156.73242,250576.8594,366231.5391,502993.4063,17213.67188,,12348.62207,140767.2344,,23125.08203
,,,,,,183132.6094,,,,,373732.0625,,,,74113.47656,,49435.02344
3735188,1503341,1913455.25,4588628,763307.6797,196398.75,2222217.25,2735295.75,1808458.25,2164258.75,5919539,3084185,1318888,2169006.5,629674,707766.125,106368.5703,682704.4688
827478.25,173705.875,248778.625,1159197.125,125550.1797,29755.99219,1003838.125,1301251.625,256423.6504,561904.3125,972168.3125,735140,287783.7813,569517.25,,257903.6094,,133046.7227
,,,,,,,,,,,1077348,,28448.23242,,39424.21484,,
,,,,366869.2188,,,1014456.438,,,3621470.25,,,9375577,,,,
,,,,,,,,,,,187146.7344,,,,,,
302950.9375,1191781.75,755281,6887609.27,1085187.25,873869.875,3568186.75,2814572.25,661769.25,1922078.5,17128110,3627545.25,660633,4098195.75,1097603.625,6007247.5,2270677.5,3075291.469
7091520.188,1764192.25,6817938.5,605114.4258,132566.7695,175598.6172,1386198.523,223448.6641,12357785,306828.2969,195043.375,8618230,2948340.75,,790989.0625,102635.5313,,
,,,1141398.5,,,340183,144949.5,,130082.7656,1296575.125,69506.42969,,,,451282.3125,78739.33594,
,,,122713.8594,,,504144.625,369101.7188,,242738.3594,,1626153.75,,915283.1875,,316355.5938,,64025.32031
,126877.0859,,,,,,,,,,380021,,,,,,
384022.1875,,,,,,,,,,,,,,,,,
